+---------+-------------------+----------------+------------+-----------------+
| month   | specialty_name    | encounter_type | encounters | unique_patients |
| 2024-06 | Emergency         |    998 |    4533258.57 |
| 2024-06 | Endocrinology     |    993 |     359850.38 |
| 2024-06 | Family Medicine   |   1009 |    4453238.31 |
| 2024-06 | Gastroenterology  |    994 |     704158.48 |
| 2024-06 | Internal Medicine |   1075 |    7065188.90 |
| 2024-06 | Nephrology        |   1068 |     816169.06 |
| 2024-06 | Neurology         |   1047 |     543646.45 |
| 2024-06 | Oncology          |   1059 |    7673652.93 |
| 2024-06 | Orthopedics       |   1030 |     506807.69 |
| 2024-06 | Psychiatry        |   1014 |    1000807.87 |
| 2024-06 | Pulmonology       |   1040 |     798149.77 |
| 2024-07 | Cardiology        |   1059 |     400892.47 |
| 2024-07 | Emergency         |   1096 |    3356640.54 |
| 2024-07 | Endocrinology     |   1042 |    8237626.21 |
| 2024-07 | Family Medicine   |   1033 |     937155.16 |
| 2024-07 | Gastroenterology  |   1081 |     477827.16 |
| 2024-07 | Internal Medicine |   1034 |     971385.52 |
| 2024-07 | Nephrology        |   1059 |    9939790.16 |
| 2024-07 | Neurology         |   1036 |    1054872.94 |
| 2024-07 | Oncology          |   1075 |     977009.92 |
| 2024-07 | Orthopedics       |   1042 |    8783388.05 |
| 2024-07 | Psychiatry        |   1099 |     617928.08 |
| 2024-07 | Pulmonology       |   1094 |    4463634.32 |
| 2024-08 | Cardiology        |   1094 |     958822.19 |
| 2024-08 | Emergency         |   1074 |     680804.32 |
| 2024-08 | Endocrinology     |   1096 |    1252736.27 |
| 2024-08 | Family Medicine   |   1074 |   14361673.76 |
| 2024-08 | Gastroenterology  |   1096 |   12770638.04 |
| 2024-08 | Internal Medicine |   1037 |     728212.47 |
| 2024-08 | Nephrology        |   1033 |    1923906.77 |
| 2024-08 | Neurology         |   1035 |    9028022.40 |
| 2024-08 | Oncology          |   1037 |    2928688.46 |
| 2024-08 | Orthopedics       |   1058 |    1107882.60 |
| 2024-08 | Psychiatry        |   1053 |     822711.68 |
| 2024-08 | Pulmonology       |   1038 |    4734642.35 |
| 2024-09 | Cardiology        |   1014 |   10819200.18 |
| 2024-09 | Emergency         |    993 |     931881.47 |
| 2024-09 | Endocrinology     |   1037 |     417466.58 |
| 2024-09 | Family Medicine   |   1057 |     480035.44 |
| 2024-09 | Gastroenterology  |   1001 |     496673.70 |
| 2024-09 | Internal Medicine |   1053 |     553489.44 |
| 2024-09 | Nephrology        |   1036 |     336959.45 |
| 2024-09 | Neurology         |   1076 |    5734608.36 |
| 2024-09 | Oncology          |   1012 |   14297430.07 |
| 2024-09 | Orthopedics       |   1073 |     822050.76 |
| 2024-09 | Psychiatry        |    997 |   12105490.02 |
| 2024-09 | Pulmonology       |    995 |     707590.49 |
| 2024-10 | Cardiology        |   1036 |    1678552.16 |
| 2024-10 | Emergency         |   1050 |    2117110.42 |
| 2024-10 | Endocrinology     |   1034 |     746438.25 |
| 2024-10 | Family Medicine   |   1036 |     408991.31 |
| 2024-10 | Gastroenterology  |   1036 |     490457.58 |
| 2024-10 | Internal Medicine |   1079 |    2051166.62 |
| 2024-10 | Nephrology        |   1091 |     595892.39 |
| 2024-10 | Neurology         |   1059 |     537291.05 |
| 2024-10 | Oncology          |   1098 |     540551.26 |
| 2024-10 | Orthopedics       |   1039 |    1767569.23 |
| 2024-10 | Psychiatry        |   1074 |     659097.32 |
| 2024-10 | Pulmonology       |   1090 |    3416528.05 |
| 2024-11 | Cardiology        |   1052 |     412637.17 |
| 2024-11 | Emergency         |   1073 |     827435.03 |
| 2024-11 | Endocrinology     |   1032 |    4228276.02 |
| 2024-11 | Family Medicine   |   1008 |     491483.22 |
| 2024-11 | Gastroenterology  |   1068 |     821001.33 |
| 2024-11 | Internal Medicine |    995 |     669846.07 |
| 2024-11 | Nephrology        |   1002 |    5065627.71 |
| 2024-11 | Neurology         |    998 |    6667921.81 |
| 2024-11 | Oncology          |   1021 |     601414.37 |
| 2024-11 | Orthopedics       |    995 |     624654.23 |
| 2024-11 | Psychiatry        |   1063 |    2742501.33 |
| 2024-11 | Pulmonology       |   1039 |     846774.68 |
| 2024-12 | Cardiology        |   1043 |    1269147.66 |
| 2024-12 | Emergency         |    997 |     511281.11 |
| 2024-12 | Endocrinology     |   1058 |     912621.73 |
| 2024-12 | Family Medicine   |   1076 |    7964044.44 |
| 2024-12 | Gastroenterology  |   1021 |    4998900.98 |
| 2024-12 | Internal Medicine |   1031 |    4780598.96 |
| 2024-12 | Nephrology        |   1003 |    1888618.11 |
| 2024-12 | Neurology         |   1045 |     811807.86 |
| 2024-12 | Oncology          |    996 |     606319.62 |
| 2024-12 | Orthopedics       |   1066 |     896243.80 |
| 2024-12 | Psychiatry        |    994 |    5849627.44 |
| 2024-12 | Pulmonology       |    992 |     319558.19 |
+---------+-------------------+--------+---------------+
